2024-07-16 14:56:17,646 - __main__ - INFO - Subtitle optimizer opened successfully.
2024-07-16 14:56:41,038 - subtitle_optimizer - INFO - Files uploaded: E:/16.srt-translate-testfile/7.13.02关于人工智能的9个误区.mp4.wav.srt
2024-07-16 14:56:47,386 - srt_handler - INFO - Parsed SRT file: E:/16.srt-translate-testfile/7.13.02关于人工智能的9个误区.mp4.wav.srt
2024-07-16 14:56:47,389 - srt_handler - INFO - Extracted subtitle text to: E:/16.srt-translate-testfile\7.13.02关于人工智能的9个误区.mp4.wav.txt
2024-07-16 14:56:47,392 - subtitle_optimizer - INFO - Extracted content from file: E:/16.srt-translate-testfile/7.13.02关于人工智能的9个误区.mp4.wav.srt
2024-07-16 15:10:56,494 - __main__ - INFO - Subtitle optimizer opened successfully.
2024-07-16 15:11:09,732 - subtitle_optimizer - INFO - Files uploaded: E:/16.srt-translate-testfile/7.13.03一种新型超级计算机量子人工智能的到来.mp4.wav.srt
2024-07-16 15:11:14,063 - srt_handler - INFO - Parsed SRT file: E:/16.srt-translate-testfile/7.13.03一种新型超级计算机量子人工智能的到来.mp4.wav.srt
2024-07-16 15:11:14,065 - srt_handler - INFO - Extracted subtitle text to: E:/16.srt-translate-testfile\7.13.03一种新型超级计算机量子人工智能的到来.mp4.wav.txt
2024-07-16 15:11:14,068 - subtitle_optimizer - INFO - Extracted content from file: E:/16.srt-translate-testfile/7.13.03一种新型超级计算机量子人工智能的到来.mp4.wav.srt
2024-07-16 15:11:16,334 - subtitle_optimizer - INFO - Content extraction completed successfully.
2024-07-16 15:12:11,492 - subtitle_optimizer - INFO - Files uploaded: E:/16.srt-translate-testfile/7.13.02关于人工智能的9个误区.mp4.wav.srt
2024-07-16 15:12:14,242 - srt_handler - INFO - Parsed SRT file: E:/16.srt-translate-testfile/7.13.02关于人工智能的9个误区.mp4.wav.srt
2024-07-16 15:12:14,245 - srt_handler - INFO - Extracted subtitle text to: E:/16.srt-translate-testfile\7.13.02关于人工智能的9个误区.mp4.wav.txt
2024-07-16 15:12:14,248 - subtitle_optimizer - INFO - Extracted content from file: E:/16.srt-translate-testfile/7.13.02关于人工智能的9个误区.mp4.wav.srt
2024-07-16 15:12:15,983 - subtitle_optimizer - INFO - Content extraction completed successfully.
2024-07-16 15:17:25,338 - subtitle_optimizer - INFO - Files uploaded: E:/16.srt-translate-testfile/7.13.04关于nft的黑暗真相.mp4.wav.srt
2024-07-16 15:17:26,299 - srt_handler - INFO - Parsed SRT file: E:/16.srt-translate-testfile/7.13.04关于nft的黑暗真相.mp4.wav.srt
2024-07-16 15:17:26,302 - srt_handler - INFO - Extracted subtitle text to: E:/16.srt-translate-testfile\7.13.04关于nft的黑暗真相.mp4.wav.txt
2024-07-16 15:17:26,305 - subtitle_optimizer - INFO - Extracted content from file: E:/16.srt-translate-testfile/7.13.04关于nft的黑暗真相.mp4.wav.srt
2024-07-16 15:17:28,210 - subtitle_optimizer - INFO - Content extraction completed successfully.
2024-07-16 15:17:40,804 - __main__ - INFO - Subtitle optimizer opened successfully.
2024-07-16 15:17:49,378 - subtitle_optimizer - INFO - Files uploaded: E:/16.srt-translate-testfile/7.13.04关于nft的黑暗真相.mp4.wav.srt
2024-07-16 15:17:51,082 - srt_handler - INFO - Parsed SRT file: E:/16.srt-translate-testfile/7.13.04关于nft的黑暗真相.mp4.wav.srt
2024-07-16 15:17:51,084 - srt_handler - INFO - Extracted subtitle text to: E:/16.srt-translate-testfile\7.13.04关于nft的黑暗真相.mp4.wav.txt
2024-07-16 15:17:51,087 - subtitle_optimizer - INFO - Extracted content from file: E:/16.srt-translate-testfile/7.13.04关于nft的黑暗真相.mp4.wav.srt
2024-07-16 15:17:58,385 - subtitle_optimizer - INFO - Content extraction completed successfully.
2024-07-16 15:19:47,796 - __main__ - INFO - Subtitle optimizer opened successfully.
2024-07-16 15:19:58,741 - subtitle_optimizer - INFO - Files uploaded: E:/16.srt-translate-testfile/7.13.02关于人工智能的9个误区.mp4.wav.srt, E:/16.srt-translate-testfile/7.13.03一种新型超级计算机量子人工智能的到来.mp4.wav.srt, E:/16.srt-translate-testfile/7.13.04关于nft的黑暗真相.mp4.wav.srt
2024-07-16 15:20:04,869 - srt_handler - INFO - Parsed SRT file: E:/16.srt-translate-testfile/7.13.02关于人工智能的9个误区.mp4.wav.srt
2024-07-16 15:20:04,871 - srt_handler - INFO - Extracted subtitle text to: E:/16.srt-translate-testfile\7.13.02关于人工智能的9个误区.mp4.wav.txt
2024-07-16 15:20:04,874 - subtitle_optimizer - INFO - Extracted content from file: E:/16.srt-translate-testfile/7.13.02关于人工智能的9个误区.mp4.wav.srt
2024-07-16 15:20:04,877 - srt_handler - INFO - Parsed SRT file: E:/16.srt-translate-testfile/7.13.03一种新型超级计算机量子人工智能的到来.mp4.wav.srt
2024-07-16 15:20:04,878 - srt_handler - INFO - Extracted subtitle text to: E:/16.srt-translate-testfile\7.13.03一种新型超级计算机量子人工智能的到来.mp4.wav.txt
2024-07-16 15:20:04,881 - subtitle_optimizer - INFO - Extracted content from file: E:/16.srt-translate-testfile/7.13.03一种新型超级计算机量子人工智能的到来.mp4.wav.srt
2024-07-16 15:20:04,882 - srt_handler - INFO - Parsed SRT file: E:/16.srt-translate-testfile/7.13.04关于nft的黑暗真相.mp4.wav.srt
2024-07-16 15:20:04,884 - srt_handler - INFO - Extracted subtitle text to: E:/16.srt-translate-testfile\7.13.04关于nft的黑暗真相.mp4.wav.txt
2024-07-16 15:20:04,887 - subtitle_optimizer - INFO - Extracted content from file: E:/16.srt-translate-testfile/7.13.04关于nft的黑暗真相.mp4.wav.srt
2024-07-16 15:20:06,777 - subtitle_optimizer - INFO - Content extraction completed successfully.
2024-07-16 15:20:30,883 - __main__ - INFO - Subtitle optimizer opened successfully.
2024-07-16 15:27:45,698 - subtitle_optimizer - INFO - Files uploaded: E:/16.srt-translate-testfile/7.13.02关于人工智能的9个误区.mp4.wav.srt
2024-07-16 15:27:47,944 - srt_handler - INFO - Parsed SRT file: E:/16.srt-translate-testfile/7.13.02关于人工智能的9个误区.mp4.wav.srt
2024-07-16 15:27:47,946 - srt_handler - INFO - Extracted subtitle text to: E:/16.srt-translate-testfile\7.13.02关于人工智能的9个误区.mp4.wav.txt
2024-07-16 15:27:47,948 - subtitle_optimizer - INFO - Extracted content from file: E:/16.srt-translate-testfile/7.13.02关于人工智能的9个误区.mp4.wav.srt
2024-07-16 15:27:49,402 - subtitle_optimizer - INFO - Content extraction completed successfully.
2024-07-16 15:27:56,086 - api_client - INFO - OpenAI client initialized with API key and base URL: https://api.deepseek.com/v1
